title,company,location,salary_min,salary_max,description,created,category
Data Engineer,GCS,"Elkins Park, Montgomery County",134946.22,134946.22,"We are seeking an experienced Data Engineer to design, build, and optimize scalable data platforms that support analytics, reporting, and data-driven decision-making across the organization. This role will partner closely with Product, Analytics, Data Science, and Engineering teams to develop reliable, high-performance data solutions and drive best practices in modern data engineering. Key Responsibilities Design and maintain scalable ELT/ETL pipelines using SQL, Python, dbt, and cloud-native t…",2026-06-08T12:36:58Z,IT Jobs
Data Engineer,INSPYR Solutions,"The Woodlands, Montgomery County",112445.21,112445.21,"Title: Data Engineer Location: Spring, TX on site 3 days per week. Tues, Wed, Thurs onsite. Only candidates local to the Houston, TX area will be considered. Duration: 6  months Compensation: $70 to $85 per hour W2 Work Requirements: US Citizen, GC Holders or Authorized to Work in the US Job Description: We are looking for a highly motivated Data Engineer with a passion for data modeling, data architecture patterns, and modern engineering practices. In this role, you will be instrumental in des…",2026-06-08T12:36:54Z,IT Jobs
Data Engineer,Information Gateways Inc,US,117341.3,117341.3,"Active Secret clearance is required. Requirement: Position Overview: Data Engineer Support enterprise data management activities. Understand and analyze complex business and data requirements. Develop a broad understanding of the upstream and downstream systems and processes, including impact and gap analysis of current databases and reporting systems. Provide technical assistance as subject matter expert in identifying, evaluating and developing data solutions that meet business requirements. …",2026-05-15T19:46:26Z,IT Jobs
Data Engineer,"VDart, Inc.","Plano, Collin County",82521.66,82521.66,"Position: Data Engineer Location: Plano, TX Type: Contract Key Skills: Power BI, Azure Data Bricks, Python Required Experience: 5 years of Data Engineering experience Strong expertise in Azure Databricks (PySpark/Spark SQL) Hands-on experience with Azure Data Factory, ETL/ELT, and data ingestion frameworks Experience building and optimizing enterprise data pipelines Strong SQL and Python programming skills Knowledge of Data Lake, Data Warehouse, Delta Tables, and Medallion Architecture Experien…",2026-06-03T15:59:43Z,IT Jobs
Data Engineer,Strategic Staffing Solutions,"Charlotte, Mecklenburg County",141002.92,141002.92,"Strategic Staffing Solutions is currently looking for a Data Engineer, for a W2 contract opportunity! Data Engineer Location: Charlotte, NC Work Schedule: Hybrid Duration: 12 months Top Skills: Data Engineering experience Proficiency in database, SQL, and PL/SQL skills. Experience with Python or Java Experience with ETL tools and data pipeline frameworks Experience with Parquet files in S3 buckets Familiarity with relational and NoSQL database Familiarity with big data technologies such as Apac…",2026-05-30T19:17:14Z,IT Jobs
Data Engineer,"Computer Enterprises, Inc.","Philatelic, Alameda County",121313.21,121313.21,"Data Engineer Job at a Glance Title: Data Engineer Location: Remote Contract: W2 only, 6-month contract with potential for extension or conversion to full time with either the client or CEI Pay: $65/hour  optional medical, dental, vision, 401(k) match Overview This role involves working on a Salesforce data migration project, focusing on data pipelines into Data Bricks. The candidate will collaborate with a senior engineer and participate in weekly Scrum ceremonies, contributing to the developm…",2026-06-05T18:14:15Z,IT Jobs
DATA ENGINEER,AS TRADE LLC,"Grand Central, Manhattan",92550.41,92550.41,"Data Engineer – Banking Domain We are seeking a motivated Data Engineer – Banking Domain to support data pipelines, data integration, and analytics platforms for banking and financial services systems. This role focuses on data ingestion, transformation, validation, and reporting support for banking datasets including customer accounts, transactions, payments, deposits, loans, cards, and compliance-related data. The ideal candidate will support ETL/ELT pipelines, write SQL queries, perform data…",2026-06-08T16:33:44Z,IT Jobs
Data Engineer,Market Street Talent,"Portsmouth, Rockingham County",100073.05,100073.05,"Could you be a good fit? We are seeking a Data Engineer to join a high-technology team supporting advanced production systems. This role focuses on data management and infrastructure to ensure reliable, high-performance data pipelines and support for digital transformation initiatives. You’ll work closely with cross-functional teams to design, implement, and maintain systems that collect, process, store, and make data accessible for production and operational use. Benefits: Health, dental, visi…",2026-05-15T19:47:34Z,IT Jobs
Data Engineer,"Alltech Consulting Services, Inc.","Grand Central, Manhattan",163683.75,163683.75,"Role : Data Engineer Location : New York (100% onsite) (need local to NY) Face to Face Interview in Final Round Candidates need to have colab set up ready with Gmail account so they can code on the L1 interview Must have : Languages & Scripting: Spark, Python, Java, Scala, Hive, Kafka, SQL Cloud Platforms: AWS Data Warehousing & Analytics: Redshift or Snowflake or Big Query Data Integration & ETL: AWS Glue, Aws EMR, Spark, Data Bricks CI/CD: AWS Code Pipeline, Jenkins, CloudFormation, Docker, K…",2026-06-09T14:36:08Z,IT Jobs
Data Engineer,Incedo Inc,"Bee Cave, Travis County",106884.7,106884.7,"Data Engineer Wealth Management Platform Employment Type: Full-Time About the Role We are seeking a skilled Data Engineer with a strong wealth management background to join our data and technology team. This role sits at the intersection of financial data and modern cloud engineering you will design, build, and maintain the data pipelines and infrastructure that power our advisor and client reporting, reconciliation processes, and platform integrations. The ideal candidate brings hands-on exper…",2026-05-27T14:45:06Z,IT Jobs
Data Engineer,Infinite Solutions Inc.,US,97961.38,97961.38,"Infinite Solutions Inc, headquartered at Sacramento, California, focuses on global delivery model to meet the needs of its most valued customers. Infinite Solutions Inc provides services in the areas of IT consulting, development, training and mentoring. Core areas of services include Custom application development; web 2.0 rich internet applications, Mainframe and client server applications, telemedicine, application consulting services. Infinite Solutions Inc. is looking for a qualified indiv…",2026-05-07T21:59:49Z,IT Jobs
Data Engineer,"Request Technology, LLC","Schiller Park, Cook County",175025.2,175025.2,"Data Engineer Salary: Open  Bonus Location: Chicago, IL Hybrid: 3 days onsite, 2 days remote *We are unable to provide sponsorship for this role* Qualifications Bachelor s degree 3 years of experience as a data analyst, data engineer, software engineer, data scientist, financial risk analyst, business intelligence analyst Ability to write and optimize complex analytical (SELECT) SQL queries Ability to write and optimize python for custom data pipeline code (virtual environments, scripts vs. mod…",2026-03-30T18:40:21Z,IT Jobs
Data Engineer,Stellar IT Solutions,"Fountainebleau, Miami-Dade County",122214.32,122214.32,"Data Engineer Location: Miami, FL (Onsite preferred) Long Term Contract Role Overview We are seeking a skilled Data Engineer to design, build, and maintain the data infrastructure powering company's analytics. This role will focus on developing reliable pipelines that ingest data from key commercial systems (Salesforce, HubSpot, Stripe, and more) into BigQuery , ensuring data is clean, well-documented, and readily available for the Analytics and BI teams. The ideal candidate will combine strong…",2026-05-21T12:17:35Z,IT Jobs
Data Engineer,Recruit Professional Services,"Pluckemin, Somerset County",74665.23,74665.23,"Data Engineer Responsibilities Develop and maintain scripts and tools using Python, PowerShell, and R. Design, write, and optimize SQL queries for performance and scalability. Help modernize 'legacy' solutions to realign with our current code base and tech stack. Assist in redevelopment, improvement and ongoing maintenance of existing data, analytics, and reporting solutions. Ensure accurate and efficient data integration of diverse data sources and formats. Enhance and support database functio…",2026-03-30T18:40:23Z,IT Jobs
Data Engineer,INSPYR Solutions,"Pimmit, Fairfax County",100322.35,100322.35,"Title: Data Engineer Location: Remote - close to one of the corporate offices in McLean, VA, Dallas, TX or Memphis, TN that can come into office as needed. Pay: $50/hour Duration: Ongoing Contract Work Authorization: , or Authorized to Work in the US without sponsorship Position Overview The Senior Data Engineer will be responsible for supporting and enhancing data systems and architectures within a complex enterprise data ecosystem. This role involves working closely with business, product, an…",2026-06-05T15:43:17Z,IT Jobs
Data Engineer,Mastech Digital,"Durham, Durham County",106850.55,106850.55,"Mastech Digital provides digital and mainstream technology staff as well as Digital Transformation Services for all American Corporations. We are currently seeking a Data Engineer for our client in the Financial Services domain. We value our professionals, providing comprehensive benefits and the opportunity for growth. This is a Contract position, and the client is looking for someone to start immediately. Duration: Long-term Contract Location: Durham, NC/Westlake, TX/Merrimack, NH/Smithfield,…",2026-03-30T18:29:42Z,IT Jobs
Data Engineer -,"Digipulse Technologies, Inc","Texas City, Galveston County",119024.45,119024.45,"This is Sankari from DigiPulse. Client: Fidelity in KY,NH - W2 Only- No Visa sponsor 1. Data Engineer – Tableau, ETL, Data Pipelines, Data Optimization, Dimensional Modeling, SQL 2. Administrator Data Analyst – Data Analytics, ETL, Data Quality/Governance, Modeling, Snowflake, Salesforce Admin (preferred) Pls share your contact/Resume",2026-06-05T18:14:03Z,IT Jobs
Data Engineer,SYSTEM SOFT TECHNOLOGIES LLC,"Burnham, Cook County",166279.48,166279.48,"a { text-decoration: none; color: 464feb; } tr th, tr td { border: 1px solid e6e6e6; } tr th { background-color: f5f5f5; } Data Engineer Burnham, IL (100% onsite) Contract/Direct Hire We're looking for a Data Engineer who can step into an established environment and quickly take ownership of critical data workflows. This role supports and enhances existing ETL processes, APIs, and SQL workloads in an on prem environment. Strong C# and SQL expertise are essential, along with the ability to work …",2026-04-22T14:04:57Z,IT Jobs
Data Engineer,Robert Half,"San Diego, San Diego County",132020.48,132020.48,"Description We are looking for a Data Engineer to help strengthen enterprise data capabilities and expand access to reliable information across the organization. This position focuses on building scalable data solutions that support analytics, reporting, and informed decision-making. Based in San Diego, California, the role works closely with both technical and business stakeholders to deliver dependable, high-quality data assets. Responsibilities: Build and maintain robust data pipelines that …",2026-06-05T22:26:02Z,IT Jobs
Data Engineer,Genesis10,"Grand Central, Manhattan",159991.48,159991.48,"Genesis10 is seeking a Data Engineer for a 6 month  contract position with an investment management firm. This is a remote position (Target EST/CST for collaboration) Summary: We are looking for an experienced Data Engineer who excels at building and refining robust data systems. In this role, you'll contribute to a range of projects, from developing efficient data pipelines for trading and risk management to modernizing legacy systems with cloud-based tools like Snowflake and DBT. You'll work …",2026-06-01T18:35:03Z,IT Jobs
Data Engineer,LOGICEXCELL LLC,US,123132.34,123132.34,"Please find the JD and send me updated resume - We are looking for a Data Engineer Skills: Python, Pysprak, SQL, Azure databrick NEED (3 years of exp) doesn''t need to be super senior Working on a pyspark project.",2026-06-02T13:42:48Z,IT Jobs
Data Engineer,Genesis10,"Grand Central, Manhattan",154801.03,154801.03,"Genesis10 is currently seeking a Data Engineer for a remote position with a Financial Services Organization located in New York, NY. This is a 6 month contract opportunity. Our client is composed of data scientists, AI engineers, and software engineers, drives innovation by developing advanced AI and data science solutions that enhance decision-making across our financial advisory and asset management business lines. This team ensures our client stays at the forefront of a data-driven world, de…",2026-06-10T18:47:11Z,IT Jobs
Data Engineer,The Atlantic Group,"Glenville, Fairfield County",151017.34,151017.34,"Our client is a specialist asset management firm with over $14 billion AUM, specialized in income-oriented credit investments in niche and inefficient markets. As a rapidly growing firm of 140-150 employees, they are seeking a full-time Data Engineer fully onsite out of their Greenwich, CT office. This is for someone really looking to take that next step. This is a time of high-growth at the firm, having hired many over the past year plus. There is a strong push on their IT initiatives currentl…",2026-03-30T12:30:11Z,IT Jobs
Data Engineer,"Motion Recruitment Partners, LLC","Grand Central, Manhattan",169499.88,169499.88,"Data Engineer We are seeking a Data Engineer for a Full-Time role based in New York City. You will join a mission-driven B2B2C health tech company that transforms how self-insured employers connect members to advanced primary care, helping reduce healthcare costs by up to 15%. In this role, you will build and scale the data infrastructure using a modern tech stack centered on Python, Snowflake, Dagster, and dbt. The company is hiring for a full time role. This is a rare opportunity to join a hi…",2026-04-28T22:37:42Z,IT Jobs
Data engineer,Amaeyaa Technologies Inc,"Highland Park, Dallas",159948.77,159948.77,"Role: Data ENGINEER Location - Dallas, TX onsite Extraction & Logic Kafka, ANSI SQL, FTP, Apache Spark Data Formats JSON, Avro, Parquet Platforms Hadoop (HDFS/Hive), Snowflake, Apache Iceberg, Sybase IQ",2026-05-13T13:24:02Z,IT Jobs
Data Engineer,Apar Technologies,US,90799.8,90799.8,"Job Title; Data Engineer Job Type: Full Time Location: Remote Skills: Python, SQL, Power BI and Tableau Qualifications: Degree in Analytics, Statistics, Mathematics, Computer/Data Science, Engineering, or a related field. 6 years of experience in data analytics, data science, or related fields. 3 years of experience in customer experience, customer support, or customer insights analytics. Proficiency in crafting compelling stories using complex data sources to provide actionable insights tailor…",2026-05-11T19:29:24Z,IT Jobs
Data Engineer,Robert Half,"Travelers Rest, Greenville County",121226.35,121226.35,"Description We are looking for a Data Engineer to support and enhance critical data operations in Greenville, South Carolina. This role focuses on keeping data platforms dependable, efficient, and scalable across both real-time and scheduled workflows. The ideal candidate will bring strong technical expertise in cloud-based data environments and a proactive approach to improving performance, automation, and data reliability. Responsibilities: Oversee the health and performance of data pipelines…",2026-06-09T22:50:13Z,IT Jobs
Data Engineer,Sensiple Inc.,"Wilmington, New Castle County",74357.48,74357.48,"Sensiple Inc., service offerings include contingent Staff Augmentation of IT professionals, Permanent Recruiting and Temp-to-Hire. In addition, our industry expertise and knowledge within financial services, Insurance, Telecom, Manufacturing, Technology, Media and Entertainment, Pharmaceutical, Health Care and service industries ensures our services are customized to meet specific needs. For more details please visit our website: We have been retained for providing recruiting assistance, for di…",2026-06-10T16:47:38Z,IT Jobs
Data Engineer,Rivago infotech inc,"Charlotte, Mecklenburg County",140917.83,140917.83,"Role : Data Engineer Location : Charlotte, NC (Onsite) Contract End Client - Banking Experience - 8 Required Skills & Experience Programming: Python/PySpark, Scala is a plus Big Data: Hadoop (HDFS, YARN), Hive, Spark (optimization, tuning) Orchestration: Apache Airflow Databases/ETL: MongoDB (indexing, sharding, tuning) SQL Server & SSIS (development, migration) Strong SQL & stored procedures Data Lake: HDFS, Hive, Parquet/ORC, partitioning, compaction APIs: REST-based ingestion Reverse enginee…",2026-06-04T22:03:19Z,IT Jobs
Data Engineer,Talent Groups,"Bee Cave, Travis County",128163.57,128163.57,"Job Description: Minimum Qualification Data engineering and BI experience using databases like Oracle, Postgres, Snowflake Experience with Kafka and Redis Programming experience in building high-quality software with Python Experience in developing highly optimized SQLs, procedures & semantic process for distributed data applications. Preferred Qualification Cloud technology experience on platforms like AWS, Google Cloud Data Visualization Tools: experience in software such as Tableau, Business…",2026-06-04T16:10:38Z,IT Jobs
Data Engineer,"Innova Solutions, Inc",US,75009.31,75009.31,"A client of Innova Solutions is immediately hiring a Data Engineer Position type: Fulltime - Contract role Duration: 6 Months Location: New York, NY 10017 (Remote Position) As a Data Engineer, you will: Create and manage data ingestion pipelines, setting up and maintaining data feeds and supporting both batch and near real-time integrations across internal and external systems to integrate them into the firm''s environment securely and efficiently, in collaboration with the firm’s software engi…",2026-06-04T13:59:42Z,IT Jobs
Data Engineer,Robert Half,"Greer, Greenville County",94867.96,94867.96,"Description We are looking for a Data Engineer to join a financial services organization in Greer, South Carolina on a contract basis with the potential for a permanent role. This role focuses on designing and delivering modern data pipelines in a cloud-based environment, with an emphasis on reliability, quality, and scalable data processing. The position offers the opportunity to contribute to both new development and targeted improvements across an evolving data ecosystem centered on Snowflak…",2026-05-23T22:54:45Z,IT Jobs
Data Engineer,Global Soft Systems,"Cedar Rapids, Linn County",168108.97,168108.97,"Data Engineer 12 month Contract to hire Located: Cedar Rapids, IA (Hybrid WFH and Occasional in the office) Experience Level: 7-8 years in a technical role within Financial Reporting identifying data sources, creating data pipelines, optimizing database performance and maintaining data pipelines. We are looking for an AI first mindset to meet the evolving needs of our business, which will require research and learning of AI tools and concepts at work and outside of work. Core Technical Skills A…",2026-06-01T13:42:08Z,IT Jobs
Data Engineer,Dizer Corp,"Grand Central, Manhattan",170505.38,170505.38,"Title : Senior Data Engineer Location : Jersey City NJ(Only Locals) Mode of Interview : IN Person Interview Required Oracle SQL / PL‑SQL (strong hands‑on) Python, Snowflake, Unix/Linux Develop dashboards and reporting UIs for business and regulatory users ETL and data pipeline development experience Regulatory reporting (SEC 15c3‑1 and 15c3‑3) Financial reconciliations and FP&A data integration Design and build ETL pipelines and Snowflake data models Support regulatory and financial reporting r…",2026-05-22T12:19:13Z,IT Jobs
Data Engineer,Fixity Technologies,"Texas, US",117416.3,117416.3,"Title : Data Engineer Location : Richardson , TX/ Dallas , TX Only Ex-GS resources. 5 years of relevant work experience in a team-focused environment Independently develop software primarily to support the Extract, Transform, and Load (ETL) functionality for loading data to a data warehouse allowing business analysts and functional leaders to action business decisions based on that data. In depth knowledge of Spark and its working Write software using Python and Spark to automate data ingestion…",2026-06-10T20:54:35Z,IT Jobs
Data Engineer,Unisys,"Herndon, Fairfax County",92144.85,92144.85,"Position: IT Engineer V (Data Engineer) Duration: 12 Months Location: Reston, VA (Hybrid) Must have experience in IDMC (Informatica's SAAS platform Intelligent Data Management on Cloud) and using Self service workbench. Ability to Develop and also Setup Informatica on cloud. Skilled in programming languages like Python, Unix Shell scripting Experience automating repetitive tasks related to provisioning of AWS Services, installation, configuration, or management of infrastructure using Terraform…",2026-06-01T18:39:05Z,IT Jobs
Data Engineer,"Innova Solutions, Inc","Pimmit, Fairfax County",57692.31,57692.31,"A client of Innova Solutions is immediately hiring for a Data Engineer Position type: Contract Duration: 6 months Location: McLean, VA (Hybrid) Data Engineer, you will: Designing, building, and maintaining scalable data pipelines and data platforms to support analytics, reporting, and business intelligence, primarily within the Banking/Financial Services domain. Day to Day Responsibilities Design, develop, and maintain ETL/ELT pipelines using Python, SQL, AWS Glue, and Spark Build and manage da…",2026-05-11T19:29:31Z,IT Jobs
Data Engineer,Apex Systems,"Orlando, Orange County",74056.5,74056.5,"Job: 3035605 Job Description: Job Description - Data Engineer (Informatica IDMC / SQL) Title: Data Engineer Location: Remote (U.S. based) Contract Length: 6 months (with potential extension) Position Summary We are seeking a highly skilled Data Engineer with strong experience in Informatica IDMC (CDI required, CAI preferred) and advanced SQL capabilities. This role will support the redesign of our ETL processes, the build-out of a new raw data zone, and the modernization of our data integration…",2026-05-28T07:12:31Z,IT Jobs
Data Engineer,Xoriant Corporation,"Richmond, Richmond County",126352.14,126352.14,"//C2C is Not Allowed//Onsite from Day 1 is required// Location: Richmond, VA (Hybrid, 4 days onsite (Mon-Thu) and Friday remote) Duration: 6 months contract Pay Range: $60/hr to $64/hr on W2 (No C2C) Overview: Seeking a Senior Data Engineer to design and implement high-performance data processing applications. You will bridge the gap between traditional ETL and modern cloud-native big data ecosystems. Technical Stack: Core Development: Java, Scala, Python. Big Data: Spark (Core/SQL/Streaming), …",2026-04-22T14:03:04Z,IT Jobs
Data Engineer,IMR Soft LLC,US,161788.2,161788.2,"Data Engineer Remote 27 months contract The Expertise and Skills You Bring 6 years’ experience in a technology related field (e.g. Engineering, Computer Science, etc.) required Working knowledge of ETL tools (Informatica and Snaplogic). 6 years’ experience working with a variety of Databases like Snowflake, Oracle, Postgres etc. Working Knowledge of Unix/Linux operating systems and shell scripting 1-2 years’ recent experience in Python development Proven data analysis skills Experience in worki…",2026-06-03T11:55:07Z,IT Jobs
Data Engineer,KaashTech LLC,"Highland Park, Dallas",90950.77,90950.77,"ONLY LOCAL Consultant Dallas, TX Minimum Qualifications- Education & Prior Job Experience • Bachelor''''s degree in Computer Science, Computer Engineering, Technology, Information Systems (CIS/MIS), Engineering or related technical discipline, or equivalent experience/training • 5-7 years software solution development using agile, DevOps, operating in a product model that includes designing, developing, and implementing large-scale applications or data engineering solutions • 5-7 years data ana…",2026-05-21T14:11:00Z,IT Jobs
Data engineer,S Linx LLC,US,134275.6,134275.6,"Job description: We would prefer local candidates from NJ Data Engineer _ Nj (Hybrid) Job Description * Experienced Data management specialist responsible for developing, overseeing, organizing, storing, and analyzing data and data systems * Participate in all aspects of the software development lifecycle for Snowflake solutions, including planning, requirements, development, testing, and quality assurance * Work in tandem with our engineering team to identify and implement the most optimal sol…",2026-06-09T14:42:37Z,IT Jobs
Data Engineer,MARS IT,"Saint Francis, Milwaukee County",177311.08,177311.08,"MARS Solutions Group is looking for an experienced Data Engineer . Our client is an insurance firm looking for high-quality talent to make a difference. They are known to respect a traditional work week and often extend contracts for added job security and stability. The Senior Data Engineer (DevOps/AWS Migration) - HR workforce data analytics: is responsible for designing, developing, deploying, and supporting cloud based data and software solutions across the full software development lifecyc…",2026-03-31T14:59:29Z,IT Jobs
Data Engineer,"Innova Solutions, Inc",US,56389.74,56389.74,"A client of Innova Solutions is immediately hiring for a Data Engineer Position type: Contract Location: Remote As a Data Engineer, you will: JOB SUMMARY The role will focus on managing large-scale, secure data transfers, maintaining platform health, optimizing performance, and ensuring compliance with security and governance standards (HIPAA, NIST, Zero Trust). The contractor will collaborate closely with internal teams and stakeholders to establish operational processes, support production re…",2026-06-02T13:36:47Z,IT Jobs
Data Engineer,"Trigent Software, Inc. Account Number",US,76374.59,76374.59,"Title: Data Engineer Location: Remote Duration: 12 Months Note: Focused on supporting in-platform, customer-facing reporting Type: Contract (must work US Central hours) Reports To Director of Data & Insights Environment: Snowflake, dbt, SQL, AWS Comfortable to work on W2 ABOUT THE ROLE: We are looking for a proactive, ownership-driven Data Engineer to take full responsibility for the creation, health, performance, and reliability of our AWS, dbt, and Snowflake-based data pipeline and warehouse.…",2026-05-21T18:16:02Z,IT Jobs
Data Engineer,ADDSOURCE,"Elkins Park, Montgomery County",121042.91,121042.91,"Business Data Analyst ( GC) Location: Philadelphia, PA (Hybrid) (2nd client round in person) CTH: 6 months for now (Client will hire the candidate if he turns out to be good) Skills: Payer, SQL, Azure Databricks (Delta Lake, DLT, Unity Catalog) Summary: Seeking a Business Data Analyst with strong techno functional experience in the healthcare payer domain to lead and support data driven initiatives. The ideal candidate will have deep expertise in payer data , including claims, population health…",2026-05-13T15:23:01Z,IT Jobs
Data Engineer,"Motion Recruitment Partners, LLC","Charlotte, Mecklenburg County",126252.77,126252.77,"Outstanding long-term contract opportunity! A well-known Financial Services Company is looking for a Data Pipeline Engineer in Charlotte, NC or Irving, TX (Hybrid). Work with the brightest minds at one of the largest financial institutions in the world. This is a long-term contract opportunity that includes a competitive benefit package! Our client has been around for over 150 years and is continuously innovating in today's digital age. If you want to work for a company that is not only a house…",2026-04-14T21:32:25Z,IT Jobs
Data Engineer,GDH,"Elkins Park, Montgomery County",151062.42,151062.42,"Role Summary This role involves developing and optimizing data analytics solutions by working with large datasets and advanced SQL queries. The focus is on leveraging Vertica for data management, utilizing MicroStrategy for reporting, and creating scalable data pipelines on cloud platforms. The position requires translating technical outputs into clear visual summaries to support data-driven decision making within a collaborative environment. Responsibilities Write, tune, and optimize SQL queri…",2026-05-25T18:45:32Z,IT Jobs
AI / Machine Learning Engineer Staff (Electronic Warfare),Lockheed Martin,"Fort Worth, Tarrant County",177304.31,177304.31,"Job Description: We are seeking a highly motivated and experienced Artificial Intelligence Engineer to join our Lockheed Martin Artificial Intelligence Center (LAIC) team. As a key member of our Applied AI team, you will play a critical role in developing technologies and products that leverage Artificial Intelligence to provide discriminating signal processing capabilities to our customers. You will work on a broad range of projects across the LAIC, from low Technical Readiness Level research …",2026-06-07T21:31:30Z,Engineering Jobs
AI / Machine Learning Engineer Sr Staff (Signal Processing),Lockheed Martin,"Fort Worth, Tarrant County",164234.94,164234.94,"Job Description: We are seeking a highly motivated and experienced Artificial Intelligence Engineer to join our Lockheed Martin Artificial Intelligence Center (LAIC) team. As a key member of our Applied AI team, you will play a critical role in developing technologies and products that leverage Artificial Intelligence to provide discriminating signal processing capabilities to our customers. You will work on a broad range of projects across the LAIC, from low Technical Readiness Level research …",2026-06-07T21:31:07Z,Engineering Jobs
Lead Machine Learning Engineer,Capital One,"McLean, Pierce County",180373.17,180373.17,"Job Description Lead Machine Learning Engineer As a Capital One Machine Learning Engineer (MLE), you'll be part of an Agile team dedicated to productionizing machine learning applications and systems at scale. You’ll participate in the detailed technical design, development, and implementation of machine learning applications using existing and emerging technology platforms. You’ll focus on machine learning architectural design, develop and review model and application code, and ensure high ava…",2026-05-03T16:10:52Z,IT Jobs
Machine Learning Engineer,HADRIAN,"Los Angeles, Los Angeles County",74126.52,74126.52,"Job Description Hadrian - Manufacturing the Future Hadrian is building autonomous factories that help aerospace and defense companies manufacture rockets, satellites, jets, and ships up to 10x faster and up to 2x cheaper. By combining advanced software, robotics, and full-stack manufacturing, we are reinventing how America produces its most critical parts. We're accelerating our mission with the launch of Factory 3 in Mesa, Arizona, a 290,000-square-foot facility creating 350 new jobs. We are e…",2026-06-03T17:52:42Z,IT Jobs
Machine Learning Engineer - Python,Data Recognition Corporation,"Maple Grove, Hennepin County",102973.09,102973.09,"DRC is one of the largest educational assessment and curriculum/instruction companies in the industry. Machine Learning Engineer Data Recognition Corporation, Maple Grove MN Company cannot provide sponsorship for this role Please, no agencies or third parties Summary: DRC is seeking a Machine Learning Engineer to advance its Education Data Science initiatives by building and optimizing production‑ready ML models. Working within an interdisciplinary team, you will develop Python‑based AI solutio…",2026-06-11T08:16:23Z,IT Jobs
Machine Learning Engineer,KDR Talent Solutions,"Austin, Lonoke County",162459.69,162459.69,"Job Description Our client is a highly innovative deep-tech organization building next-generation intelligent systems at the intersection of artificial intelligence, software engineering, and advanced hardware technologies. Their multidisciplinary teams are solving some of the most complex technical challenges in the industry, combining machine learning, real-time systems, and large-scale data processing to develop products with meaningful real-world impact. With significant investment in resea…",2026-06-10T23:16:53Z,IT Jobs
Machine Learning Researcher,Harnham,"South San Francisco, San Mateo County",116285.33,116285.33,"Job Description Title: ML Scientist Location: Fully remote or optional hybrid in South SF - Strong preference to PST or MST. About the Role Our client is a fast-growing, AI-driven biotech research startup based in SF with more than $50 million in funding from a pharmaceutical giant. Responsibilities As a Machine Learning Research Scientist, you will: Design, implement, and train foundation models with multimodal bio data. Continually improve the robustness of existing codebase through refactori…",2026-06-10T04:16:29Z,Scientific & QA Jobs
Machine Learning Engineer,Acceler8 Talent,"San Francisco, California",176829.8,176829.8,"Job Description  Machine Learning Engineer / Member of Technical Staff, ML & Optimization  San Francisco  $160K – $250K  equity  Confidential AI Startup We’re partnering with an early-stage AI company building an AI Operator for growth, using ML, optimization and risk management to autonomously manage ad spend. Think quant-style trading systems applied to digital advertising . The company is already: • Managing spend for global consumer brands • Driving 20–50% efficiency improvements • Backed b…",2026-06-10T22:36:16Z,Engineering Jobs
Machine Learning Engineer,"York Solutions, LLC","Saint Paul, Saint Charles County",92793.09,92793.09,"Job Description This is a highly interactive, customer-facing role requiring strong presence, energy, and confidence. Candidates must be comfortable facilitating discussions, breaking silence, and engaging business stakeholders at all levels. Success in this role requires acting as a technical ambassador and advocate , not just an individual contributor. Enterprise AI Mindset Proven experience building AI solutions that scale across an enterprise , not just within a single team or department. D…",2026-06-10T04:28:50Z,IT Jobs
Lead Machine Learning Engineer (Manager IC),Capital One,"Richmond, Richmond County",211212.72,211212.72,"Job Description Lead Machine Learning Engineer (Manager IC) At Capital One, we are changing banking for good by creating responsible and reliable AI-powered systems. Our investments in technology infrastructure and world-class talent — along with our deep experience in machine learning — position us to be at the forefront of enterprises leveraging AI. From informing customers about unusual charges to answering their questions in real time, our applications of AI & ML are bringing humanity and s…",2026-06-10T04:10:24Z,IT Jobs
Machine Learning Engineer,ARROWCORE GROUP,"Fremont, Alameda County",89492.22,89492.22,"Title: Machine Learning Engineer Location: Fremont, CA Duration: 12 Mos Note - Onsite Interviews About the Role: Our direct client is hiring a Machine Learning Engineer for their software machine learning and computer vision team to design, develop, and implement critical machine learning models supporting factory and warehouse operations. You will transform ambiguous problem statements into robust end-to-end solutions using a variety of machine learning techniques and tools, including supervis…",2026-06-04T18:17:48Z,IT Jobs
Machine Learning Engineer,Black Rock Group,"Phoenix, Maricopa County",154957.0,154957.0,"Machine Learning Engineer Location: Phoenix, AZ (Onsite) Required Skills Machine Learning, Python, SQL, APIs, NLP, NoSQL, Spark / PySpark, CI/CD Job Description We are looking for a strong Machine Learning Engineer with hands-on experience in developing, deploying, and optimizing ML models in enterprise environments. The ideal candidate should have expertise in Classical Machine Learning, NLP, Python development, and scalable data processing systems. Required Qualifications Bachelor s or higher…",2026-05-22T16:13:17Z,IT Jobs
Machine Learning Engineer,Intraedge,"Sunrise, Broward County",97226.86,97226.86,"Machine Learning Engineer - Generative Al Long term contract Sunrise, FL (Hybrid-3 days onsite) Direct client- Immediate client interview Job description: We are seeking a Machine Learning Engineer to design, build, and deploy Generative Al solutions powered by Large Language Models (LLMs). In this role, you will work on end-to-end GenAl use cases, from model selection to production-ready systems. Strong python, have work experiment on LLM, gen AI, Lang chain, Lang Graph, Python API, Google Clo…",2026-03-30T18:34:19Z,IT Jobs
